Name,Forcefield,Lipid,Software,Files
Wu2014_DSDG,charmm36,DSDG - DG(18:0/​18:0/​0:0)[rac],Charmm,"DSDG.pdb,  DSDG.str"
Wu2014_PODG,charmm36,PODG - DG(16:0/​18:1(9Z)/​0:0),Charmm,"PODG.pdb,  PODG.str"
Wu2014_DPDG,charmm36,DPDG - DG(16:0/​16:0/​0:0),Charmm,"DPDG.pdb,  DPDG.str"
Wu2014_DYDG,charmm36,DYDG - DG(16:1(9Z)/​16:1(9Z)/​0:0),Charmm,"DYDG.pdb,  DYDG.str"
Wu2014_PIDG,charmm36,"PIDG - DG(16:0/​​18:2(9Z,12Z)/​​0:0)",Charmm,"PIDG.pdb,  PIDG.str"
Wu2014_SODG,charmm36,SODG - DG(18:0/​18:1(9Z)/​0:0)[iso2],Charmm,"SODG.pdb,  SODG.str"
Wu2014_DODG,charmm36,DODG - DG(18:1(9Z)/​18:1(9Z)/​0:0),Charmm,"DODG.pdb,  DODG.str"
Wu2014_SIDG,charmm36,"SIDG - DG(18:0/​18:2(9Z,12Z)/​0:0)[iso2]",Charmm,"SIDG.pdb,  SIDG.str"
Wu2014_DWDG,charmm36,"DWDG - DG(18:3(9Z,12Z,15Z)/​18:3(9Z,12Z,15Z)/​0:0)",Charmm,"DWDG.pdb,  DWDG.str"
Wu2014_SADG,charmm36,"SADG - DG(18:0/​20:4(5Z,8Z,11Z,14Z)/​0:0)[iso2]",Charmm,"SADG.pdb,  SADG.str"
Wu2014_DGDG,charmm36,DGDG - DG(20:1(11Z)/​20:1(11Z)/​0:0),Charmm,"DGDG.pdb,  DGDG.str"
Wu2014_DADG,charmm36,"DADG - DG(20:4(5Z,8Z,11Z,14Z)/​20:4(5Z,8Z,11Z,14Z)/​0:0)",Charmm,"DADG.pdb,  DADG.str"
Wu2014_SUDG,charmm36,"SUDG - DG(18:0/​22:6(4Z,7Z,10Z,13Z,16Z,19Z)/​0:0)[iso2]",Charmm,"SUDG.pdb,  SUDG.str"
Wu2014_DEDG,charmm36,DEDG - DG(22:1(13Z)/​22:1(13Z)/​0:0),Charmm,"DEDG.pdb,  DEDG.str"
Wu2014_DLDG,charmm36,DLDG - DG(12:0/​12:0/​0:0)[iso2],Charmm,"DLDG.pdb,  DLDG.str"
Klauda2010_POPC,charmm36,POPC - PC(16:0/​18:1(9Z)),Charmm,"POPC.pdb,  POPC.str"
Klauda2010_DSPC,charmm36,DSPC - PC(18:0/​18:0),Charmm,"DSPC.pdb,  DSPC.str"
Klauda2010_DTPC,charmm36,DTPC - PC(10:0/​10:0),Charmm,"DTPC.pdb,  DTPC.str"
Klauda2010_D1PC,charmm36,D1PC - PC(11:0/​11:0),Charmm,"D1PC.pdb,  D1PC.str"
Klauda2010_DLPC,charmm36,DLPC - PC(12:0/​12:0),Charmm,"DLPC.pdb,  DLPC.str"
Klauda2010_DMPC,charmm36,DMPC - PC(14:0/​14:0),Charmm,"DMPC.pdb,  DMPC.str"
Klauda2010_D4PC,charmm36,D4PC - PC(14:1(9Z)/​14:1(9Z)),Charmm,"D4PC.pdb,  D4PC.str"
Klauda2010_DPPC,charmm36,DPPC - PC(16:0/​16:0),Charmm,"DPPC.pdb,  DPPC.str"
Klauda2010_PSPC,charmm36,PSPC - PC(16:0/​18:0),Charmm,"PSPC.pdb,  PSPC.str"
Klauda2010_PIPC,charmm36,"PIPC - PC(16:0/​18:2(9Z,12Z))",Charmm,"PIPC.pdb,  PIPC.str"
Klauda2010_DYPC,charmm36,DYPC - PC(16:1(9Z)/​16:1(9Z)),Charmm,"DYPC.pdb,  DYPC.str"
Klauda2010_YOPC,charmm36,YOPC - PC(16:1(9Z)/​18:1(9Z)),Charmm,"YOPC.pdb,  YOPC.str"
Klauda2010_SOPC,charmm36,SOPC - PC(18:0/​18:1(9Z)),Charmm,"SOPC.pdb,  SOPC.str"
Klauda2010_SIPC,charmm36,"SIPC - PC(18:0/​18:2(9Z,12Z))",Charmm,"SIPC.pdb,  SIPC.str"
Klauda2012_SAPC,charmm36,"SAPC - PC(18:0/​20:4(5Z,8Z,11Z,14Z))",Charmm,"SAPC.pdb,  SAPC.str"
Klauda2012_SUPC,charmm36,"SUPC - PC(18:0/​22:6(4Z,7Z,10Z,13Z,16Z,19Z))",Charmm,"SUPC.pdb,  SUPC.str"
Klauda2010_DOPC,charmm36,DOPC - PC(18:1(9Z)/​18:1(9Z)),Charmm,"DOPC.pdb,  DOPC.str"
Klauda2010_DIPC,charmm36,"DIPC - PC(18:2(9Z,12Z)/​18:2(9Z,12Z))",Charmm,"DIPC.pdb,  DIPC.str"
Klauda2010_DGPC,charmm36,DGPC - PC(20:1(11Z)/​20:1(11Z)),Charmm,"DGPC.pdb,  DGPC.str"
Klauda2012_DAPC,charmm36,"DAPC - PC(20:4(5Z,8Z,11Z,14Z)/​20:4(5Z,8Z,11Z,14Z))",Charmm,"DAPC.pdb,  DAPC.str"
Klauda2010_DEPC,charmm36,DEPC - PC(22:1(13Z)/​22:1(13Z)),Charmm,"DEPC.pdb,  DEPC.str"
Klauda2012_DUPC,charmm36,"DUPC - PC(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/​22:6(4Z,7Z,10Z,13Z,16Z,19Z))",Charmm,"DUPC.pdb,  DUPC.str"
Klauda2010_DNPC,charmm36,DNPC - PC(24:1(15Z)/​24:1(15Z)),Charmm,"DNPC.pdb,  DNPC.str"
Klauda2010_66PC,charmm36,66PC - PC(6:0/​6:0),Charmm,"66PC.pdb,  66PC.str"
Klauda2010_77PC,charmm36,77PC - PC(7:0/​7:0),Charmm,"77PC.pdb,  77PC.str"
Klauda2010_IWPC,charmm36,"IWPC - PC(18:2(9Z,12Z)/​18:3(9Z,12Z,15Z))",Charmm,"IWPC.pdb,  IWPC.str"
Klauda2012_PUPC,charmm36,"PUPC - PC(16:0/​22:6(4Z,7Z,10Z,13Z,16Z,19Z))",Charmm,"PUPC.pdb,  PUPC.str"
West2020_SALC,charmm36,"SALC - PC(P-18:0/​20:4(5Z,8Z,11Z,14Z))",Charmm,"SALC.pdb,  SALC.str"
West2020_SOLC,charmm36,SOLC - PC(P-18:0/​18:1(9Z)),Charmm,"SOLC.pdb,  SOLC.str"
West2020_SULC,charmm36,"SULC - PC(P-18:0/​22:6(4Z,7Z,10Z,13Z,16Z,19Z))",Charmm,"SULC.pdb,  SULC.str"
Wu2014_LC12,charmm36,LC12 - PC(12:0/​0:0),Charmm,"LC12.pdb,  LC12.str"
Wu2014_LC14,charmm36,LC14 - PC(14:0/​0:0),Charmm,"LC14.pdb,  LC14.str"
Klauda2010_POPE,charmm36,POPE - PE(16:0/​18:1(9Z)),Charmm,"POPE.pdb,  POPE.str"
Klauda2010_PKPE,charmm36,PKPE - PE(16:0/​18:1(11Z)),Charmm,"PKPE.pdb,  PKPE.str"
Klauda2010_SOPE,charmm36,SOPE - PE(18:0/​18:1(9Z)),Charmm,"SOPE.pdb,  SOPE.str"
Klauda2010_DPPE,charmm36,DPPE - PE(16:0/​16:0),Charmm,"DPPE.pdb,  DPPE.str"
Klauda2010_PIPE,charmm36,"PIPE - PE(16:0/​18:2(9Z,12Z))",Charmm,"PIPE.pdb,  PIPE.str"
Klauda2010_SIPE,charmm36,"SIPE - PE(18:0/​18:2(9Z,12Z))",Charmm,"SIPE.pdb,  SIPE.str"
Klauda2010_DOPE,charmm36,DOPE - PE(18:1(9Z)/​18:1(9Z)),Charmm,"DOPE.pdb,  DOPE.str"
Klauda2012_DUPE,charmm36,"DUPE - PE(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/​22:6(4Z,7Z,10Z,13Z,16Z,19Z))",Charmm,"DUPE.pdb,  DUPE.str"
Klauda2012_SUPE,charmm36,"SUPE - PE(18:0/​22:6(4Z,7Z,10Z,13Z,16Z,19Z))",Charmm,"SUPE.pdb,  SUPE.str"
Klauda2012_PUPE,charmm36,"PUPE - PE(16:0/​22:6(4Z,7Z,10Z,13Z,16Z,19Z))",Charmm,"PUPE.pdb,  PUPE.str"
Klauda2010_DSPE,charmm36,DSPE - PE(18:0/​18:0),Charmm,"DSPE.pdb,  DSPE.str"
Klauda2010_DLPE,charmm36,DLPE - PE(12:0/​12:0),Charmm,"DLPE.pdb,  DLPE.str"
Klauda2010_DYPE,charmm36,DYPE - PE(16:1(9Z)/​16:1(9Z)),Charmm,"DYPE.pdb,  DYPE.str"
Klauda2010_DIPE,charmm36,"DIPE - PE(18:2(9Z,12Z)/​18:2(9Z,12Z))",Charmm,"DIPE.pdb,  DIPE.str"
Klauda2012_SAPE,charmm36,"SAPE - PE(18:0/​20:4(5Z,8Z,11Z,14Z))",Charmm,"SAPE.pdb,  SAPE.str"
Klauda2010_DMPE,charmm36,DMPE - PE(14:0/​14:0),Charmm,"DMPE.pdb,  DMPE.str"
Klauda2010_IWPE,charmm36,"IWPE - PE(18:2(9Z,12Z)/​18:3(9Z,12Z,15Z))",Charmm,"IWPE.pdb,  IWPE.str"
Klauda2012_DAPE,charmm36,"DAPE - PE(20:4(5Z,8Z,11Z,14Z)/​20:4(5Z,8Z,11Z,14Z))",Charmm,"DAPE.pdb,  DAPE.str"
Klauda2010_DGPE,charmm36,DGPE - PE(20:1(11Z)/​20:1(11Z)),Charmm,"DGPE.pdb,  DGPE.str"
Klauda2010_OYPE,charmm36,OYPE - PE(18:1(9Z)/​16:1(9Z)),Charmm,"OYPE.pdb,  OYPE.str"
Klauda2010_YOPE,charmm36,YOPE - PE(16:1(9Z)/​18:1(9Z)),Charmm,"YOPE.pdb,  YOPE.str"
Klauda2010_PYPE,charmm36,PYPE - PE(16:0/​16:1(9Z)),Charmm,"PYPE.pdb,  PYPE.str"
Yu2018_PCPE,charmm36,PCPE - PE(16:0/​18:0(11Cp)),Charmm,"PCPE.pdb,  PCPE.str"
Pandit2012_PTPE,charmm36,PTPE - PE(16:0/​16:0(9Cp)),Charmm,"PTPE.pdb,  PTPE.str"
Pandit2012_QTPE,charmm36,QTPE - PE(15:0/​16:0(9Cp)),Charmm,"QTPE.pdb,  QTPE.str"
West2020_SALE,charmm36,"SALE - PE(P-18:0/​20:4(5Z,8Z,11Z,14Z))",Charmm,"SALE.pdb,  SALE.str"
West2020_SOLE,charmm36,SOLE - PE(P-18:0/​18:1(9Z)),Charmm,"SOLE.pdb,  SOLE.str"
Venable2013_POPS,charmm36,POPS - PS(16:0/​18:1(9Z)),Charmm,"POPS.pdb,  POPS.str"
Venable2013_SOPS,charmm36,SOPS - PS(18:0/​18:1(9Z)),Charmm,"SOPS.pdb,  SOPS.str"
Venable2013_DLPS,charmm36,DLPS - PS(12:0/​12:0),Charmm,"DLPS.pdb,  DLPS.str"
Venable2013_DMPS,charmm36,DMPS - PS(14:0/​14:0),Charmm,"DMPS.pdb,  DMPS.str"
Venable2013_DPPS,charmm36,DPPS - PS(16:0/​16:0),Charmm,"DPPS.pdb,  DPPS.str"
Venable2013_DOPS,charmm36,DOPS - PS(18:1(9Z)/​18:1(9Z)),Charmm,"DOPS.pdb,  DOPS.str"
Venable2013_SIPS,charmm36,"SIPS - PS(18:0/​18:2(9Z,12Z))",Charmm,"SIPS.pdb,  SIPS.str"
Venable2013_DSPS,charmm36,DSPS - PS(18:0/​18:0),Charmm,"DSPS.pdb,  DSPS.str"
Venable2013_SAPS,charmm36,"SAPS - PS(18:0/​20:4(5Z,8Z,11Z,14Z))",Charmm,"SAPS.pdb,  SAPS.str"
Venable2013_SUPS,charmm36,"SUPS - PS(18:0/​22:6(4Z,7Z,10Z,13Z,16Z,19Z))",Charmm,"SUPS.pdb,  SUPS.str"
Venable2013_IWPS,charmm36,"IWPS - PS(18:2(9Z,12Z)/​18:3(9Z,12Z,15Z))",Charmm,"IWPS.pdb,  IWPS.str"
Venable2013_DAPS,charmm36,"DAPS - PS(20:4(5Z,8Z,11Z,14Z)/​20:4(5Z,8Z,11Z,14Z))",Charmm,"DAPS.pdb,  DAPS.str"
Venable2013_DGPS,charmm36,DGPS - PS(20:1(11Z)/​20:1(11Z)),Charmm,"DGPS.pdb,  DGPS.str"
Venable2013_YOPS,charmm36,YOPS - PS(16:1(9Z)/​18:1(9Z)),Charmm,"YOPS.pdb,  YOPS.str"
Venable2013_OIPS,charmm36,"OIPS - PS(18:1(9Z)/​18:2(9Z,12Z))",Charmm,"OIPS.pdb,  OIPS.str"
Venable2013_DYPS,charmm36,DYPS - PS(16:1(9Z)/​16:1(9Z)),Charmm,"DYPS.pdb,  DYPS.str"
Venable2013_PIPS,charmm36,"PIPS - PS(16:0/​18:2(9Z,12Z))",Charmm,"PIPS.pdb,  PIPS.str"
Venable2013_DUPS,charmm36,"DUPS - PS(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/​22:6(4Z,7Z,10Z,13Z,16Z,19Z))",Charmm,"DUPS.pdb,  DUPS.str"
Kang2014_DMPG,charmm36,DMPG - PG(14:0/​14:0),Charmm,"DMPG.pdb,  DMPG.str"
Kang2014_PKPG,charmm36,PKPG - PG(16:0/​18:1(11Z)),Charmm,"PKPG.pdb,  PKPG.str"
Kang2014_DLPG,charmm36,DLPG - PG(12:0/​12:0),Charmm,"DLPG.pdb,  DLPG.str"
Kang2014_SOPG,charmm36,SOPG - PG(18:0/​18:1(9Z)),Charmm,"SOPG.pdb,  SOPG.str"
Kang2014_DSPG,charmm36,DSPG - PG(18:0/​18:0),Charmm,"DSPG.pdb,  DSPG.str"
Kang2014_SAPG,charmm36,"SAPG - PG(18:0/​20:4(5Z,8Z,11Z,14Z))",Charmm,"SAPG.pdb,  SAPG.str"
Kang2014_SUPG,charmm36,"SUPG - PG(18:0/​22:6(4Z,7Z,10Z,13Z,16Z,19Z))",Charmm,"SUPG.pdb,  SUPG.str"
Kang2014_DAPG,charmm36,"DAPG - PG(20:4(5Z,8Z,11Z,14Z)/​20:4(5Z,8Z,11Z,14Z))",Charmm,"DAPG.pdb,  DAPG.str"
Kang2014_DGPG,charmm36,DGPG - PG(20:1(11Z)/​20:1(11Z)),Charmm,"DGPG.pdb,  DGPG.str"
Yu2018_YOPG,charmm36,YOPG - PG(16:1(9Z)/​18:1(9Z)),Charmm,"YOPG.pdb,  YOPG.str"
Kang2014_PYPG,charmm36,PYPG - PG(16:0/​16:1(9Z)),Charmm,"PYPG.pdb,  PYPG.str"
Kang2014_DYPG,charmm36,DYPG - PG(16:1(9Z)/​16:1(9Z)),Charmm,"DYPG.pdb,  DYPG.str"
Kang2014_SIPG,charmm36,"SIPG - PG(18:0/​18:2(9Z,12Z))",Charmm,"SIPG.pdb,  SIPG.str"
Kang2014_PIPG,charmm36,"PIPG - PG(16:0/​18:2(9Z,12Z))",Charmm,"PIPG.pdb,  PIPG.str"
Kang2014_DOPG,charmm36,DOPG - PG(18:1(9Z)/​18:1(9Z)),Charmm,"DOPG.pdb,  DOPG.str"
Kang2014_DPPG,charmm36,DPPG - PG(16:0/​16:0),Charmm,"DPPG.pdb,  DPPG.str"
Kang2014_POPG,charmm36,POPG - PG(16:0/​18:1(9Z)),Charmm,"POPG.pdb,  POPG.str"
Yu2018_PCPG,charmm36,PCPG - PG(16:0/​18:0(11Cp)),Charmm,"PCPG.pdb,  PCPG.str"
Pandit2012_PTPG,charmm36,PTPG - PG(16:0/​16:0(9Cp)),Charmm,"PTPG.pdb,  PTPG.str"
Wu2014_LG16,charmm36,LG16 - PG(16:0/​0:0),Charmm,"LG16.pdb,  LG16.str"
Wu2014_LG14,charmm36,LG14 - PG(14:0/​0:0),Charmm,"LG14.pdb,  LG14.str"
Wu2014_POPI,charmm36,POPI - PI(16:0/​18:1(9Z)),Charmm,"POPI.pdb,  POPI.str"
Wu2014_SAPI,charmm36,"SAPI - PI(18:0/​20:4(5Z,8Z,11Z,14Z))",Charmm,"SAPI.pdb,  SAPI.str"
Wu2014_PYPI,charmm36,PYPI - PI(16:0/​16:1(9Z)),Charmm,"PYPI.pdb,  PYPI.str"
Wu2014_DIPI,charmm36,"DIPI - PI(18:2(9Z,12Z)/​18:2(9Z,12Z))",Charmm,"DIPI.pdb,  DIPI.str"
Wu2014_PWPI,charmm36,"PWPI - PI(16:0/​18:3(9Z,12Z,15Z))",Charmm,"PWPI.pdb,  PWPI.str"
Wu2014_PIPI,charmm36,"PIPI - PI(16:0/​18:2(9Z,12Z))",Charmm,"PIPI.pdb,  PIPI.str"
Wu2014_DMPI,charmm36,DMPI - PI(14:0/​14:0),Charmm,"DMPI.pdb,  DMPI.str"
Wu2014_POI1,charmm36,POI1 - PIP[3'](16:0/​18:1(9Z)),Charmm,"POI1.pdb,  POI1.str"
Klauda2010_DWPA,charmm36,"DWPA - PA(18:3(9Z,12Z,15Z)/​18:3(9Z,12Z,15Z))",Charmm,"DWPA.pdb,  DWPA.str"
Klauda2010_PIPA,charmm36,"PIPA - PA(16:0/​18:2(9Z,12Z))",Charmm,"PIPA.pdb,  PIPA.str"
Klauda2012_SAPA,charmm36,"SAPA - PA(18:0/​20:4(5Z,8Z,11Z,14Z))",Charmm,"SAPA.pdb,  SAPA.str"
Klauda2010_DMPA,charmm36,DMPA - PA(14:0/​14:0),Charmm,"DMPA.pdb,  DMPA.str"
Klauda2010_DPPA,charmm36,DPPA - PA(16:0/​16:0),Charmm,"DPPA.pdb,  DPPA.str"
Klauda2010_DSPA,charmm36,DSPA - PA(18:0/​18:0),Charmm,"DSPA.pdb,  DSPA.str"
Klauda2010_DLPA,charmm36,DLPA - PA(12:0/​12:0),Charmm,"DLPA.pdb,  DLPA.str"
Klauda2010_POPA,charmm36,POPA - PA(16:0/​18:1(9Z)),Charmm,"POPA.pdb,  POPA.str"
Klauda2010_SIPA,charmm36,"SIPA - PA(18:0/​18:2(9Z,12Z))",Charmm,"SIPA.pdb,  SIPA.str"
Klauda2010_SOPA,charmm36,SOPA - PA(18:0/​18:1(9Z)),Charmm,"SOPA.pdb,  SOPA.str"
Klauda2012_SUPA,charmm36,"SUPA - PA(18:0/​22:6(4Z,7Z,10Z,13Z,16Z,19Z))",Charmm,"SUPA.pdb,  SUPA.str"
Klauda2010_IWPA,charmm36,"IWPA - PA(18:2(9Z,12Z)/​18:3(9Z,12Z,15Z))",Charmm,"IWPA.pdb,  IWPA.str"
Klauda2012_DAPA,charmm36,"DAPA - PA(20:4(5Z,8Z,11Z,14Z)/​20:4(5Z,8Z,11Z,14Z))",Charmm,"DAPA.pdb,  DAPA.str"
Klauda2010_DGPA,charmm36,DGPA - PA(20:1(11Z)/​20:1(11Z)),Charmm,"DGPA.pdb,  DGPA.str"
Klauda2010_YOPA,charmm36,YOPA - PA(16:1(9Z)/​18:1(9Z)),Charmm,"YOPA.pdb,  YOPA.str"
Klauda2010_DOPA,charmm36,DOPA - PA(18:1(9Z)/​18:1(9Z)),Charmm,"DOPA.pdb,  DOPA.str"
Klauda2010_DYPA,charmm36,DYPA - PA(16:1(9Z)/​16:1(9Z)),Charmm,"DYPA.pdb,  DYPA.str"
Klauda2010-1_POPP,charmm36,POPP - PPA(16:0/​18:1(9Z)),Charmm,"POPP.pdb,  POPP.str"
Klauda2010-2_POPP,charmm36,POPP - PPA(16:0/​18:1(9Z)),Charmm,"POPP.pdb,  POPP.str"
Klauda2010-3_POPP,charmm36,POPP - PPA(16:0/​18:1(9Z)),Charmm,"POPP.pdb,  POPP.str"
Klauda2010-1_DOPP,charmm36,DOPP - PPA(18:1(9Z)/​18:1(9Z)),Charmm,"DOPP.pdb,  DOPP.str"
Klauda2010-2_DOPP,charmm36,DOPP - PPA(18:1(9Z)/​18:1(9Z)),Charmm,"DOPP.pdb,  DOPP.str"
Klauda2010-3_DOPP,charmm36,DOPP - PPA(18:1(9Z)/​18:1(9Z)),Charmm,"DOPP.pdb,  DOPP.str"
Wu2014_-1_TICL,charmm36,"TICL - CL(1'-[18:2(9Z,12Z)/​18:2(9Z,12Z)],3'-[18:2(9Z,12Z)/​18:2(9Z,12Z)])",Charmm,"TICL.pdb,  TICL.str"
Wu2014_-2_TICL,charmm36,"TICL - CL(1'-[18:2(9Z,12Z)/​18:2(9Z,12Z)],3'-[18:2(9Z,12Z)/​18:2(9Z,12Z)])",Charmm,"TICL.pdb,  TICL.str"
Wu2014_-2_PKCL,charmm36,"PKCL - CL(1'-[16:0/​18:1(11Z)],3'-[16:0/​18:1(11Z)])",Charmm,"PKCL.pdb,  PKCL.str"
Wu2014_-1_TOCL,charmm36,"TOCL - CL(1'-[18:1(9Z)/​18:1(9Z)],3'-[18:1(9Z)/​18:1(9Z)])",Charmm,"TOCL.pdb,  TOCL.str"
Wu2014_-2_TOCL,charmm36,"TOCL - CL(1'-[18:1(9Z)/​18:1(9Z)],3'-[18:1(9Z)/​18:1(9Z)])",Charmm,"TOCL.pdb,  TOCL.str"
Wu2014_-1_IOAC,charmm36,"IOAC - CL(1'-[18:2(9Z,12Z)/​18:1(9Z)],3'-[18:2(9Z,12Z)/​18:2(9Z,12Z)])",Charmm,"IOAC.pdb,  IOAC.str"
Wu2014_-2_IOAC,charmm36,"IOAC - CL(1'-[18:2(9Z,12Z)/​18:1(9Z)],3'-[18:2(9Z,12Z)/​18:2(9Z,12Z)])",Charmm,"IOAC.pdb,  IOAC.str"
Wu2014_-1_IOCC,charmm36,"IOCC - CL(1'-[18:2(9Z,12Z)/​18:2(9Z,12Z)],3'-[18:2(9Z,12Z)/​18:1(9Z)])",Charmm,"IOCC.pdb,  IOCC.str"
Wu2014_-2_IOCC,charmm36,"IOCC - CL(1'-[18:2(9Z,12Z)/​18:2(9Z,12Z)],3'-[18:2(9Z,12Z)/​18:1(9Z)])",Charmm,"IOCC.pdb,  IOCC.str"
Venable2014_SOCE,charmm36,SOCE - Cer(d18:1/​18:1(9Z)),Charmm,"SOCE.pdb,  SOCE.str"
Venable2014_SPCE,charmm36,SPCE - Cer(d18:1/​16:0),Charmm,"SPCE.pdb,  SPCE.str"
Venable2014_DSCE,charmm36,DSCE - Cer(d18:1/​18:0),Charmm,"DSCE.pdb,  DSCE.str"
Venable2014_SJCE,charmm36,SJCE - Cer(d18:1/​20:0),Charmm,"SJCE.pdb,  SJCE.str"
Venable2014_SBCE,charmm36,SBCE - Cer(d18:1/​22:0),Charmm,"SBCE.pdb,  SBCE.str"
Venable2014_SNCE,charmm36,SNCE - Cer(d18:1/​24:1(15Z)),Charmm,"SNCE.pdb,  SNCE.str"
Venable2014_SXCE,charmm36,SXCE - Cer(d18:1/​24:0),Charmm,"SXCE.pdb,  SXCE.str"
Venable2014_CER6,charmm36,CER6 - Cer(t18:0/​24:0(2OH)),Charmm,"CER6.pdb,  CER6.str"
Venable2014_CER3,charmm36,CER3 - Cer(t18:0/​24:0),Charmm,"CER3.pdb,  CER3.str"
Venable2014_CER1,charmm36,CER1 - omega-linoleoyloxy-Cer(d18:1/​30:0),Charmm,"CER1.pdb,  CER1.str"
Venable2014_DSSM,charmm36,DSSM - SM(d18:1/​18:0),Charmm,"DSSM.pdb,  DSSM.str"
Venable2014_SPSM,charmm36,SPSM - SM(d18:1/​16:0),Charmm,"SPSM.pdb,  SPSM.str"
Venable2014_SJSM,charmm36,SJSM - SM(d18:1/​20:0),Charmm,"SJSM.pdb,  SJSM.str"
Venable2014_SBSM,charmm36,SBSM - SM(d18:1/​22:0),Charmm,"SBSM.pdb,  SBSM.str"
Venable2014_SNSM,charmm36,SNSM - SM(d18:1/​24:1(15Z)),Charmm,"SNSM.pdb,  SNSM.str"
Venable2014_SXSM,charmm36,SXSM - SM(d18:1/​24:0),Charmm,"SXSM.pdb,  SXSM.str"
Adams2018_DHSM,charmm36,DHSM - SM(d18:0/​24:1(15Z)),Charmm,"DHSM.pdb,  DHSM.str"
Venable2014_SOSM,charmm36,SOSM - SM(d18:1/​18:1(9Z)),Charmm,"SOSM.pdb,  SOSM.str"
Venable2014_S3SM,charmm36,S3SM - SM(d18:1/​23:0),Charmm,"S3SM.pdb,  S3SM.str"
Lim2012_CHOL,charmm36,CHOL - Cholesterol,Charmm,"CHOL.pdb,  CHOL.str"
Pitman2004_CHOL,charmm36,CHOL - Cholesterol,Charmm,"CHOL.pdb,  CHOL.str"
Lim2012_ERGO,charmm36,ERGO - Ergosterol,Charmm,"ERGO.pdb,  ERGO.str"
Lim2012_STIG,charmm36,STIG - Stigmasterol,Charmm,"STIG.pdb,  STIG.str"
Lim2012_SITO,charmm36,SITO - beta-sitosterol,Charmm,"SITO.pdb,  SITO.str"
Dickson2014_DOPC,Lipid14,DOPC - PC(18:1(9Z)/​18:1(9Z)),Amber,"DOPC.pdb,  DOPC.lib"
Feller2000_POPC,Charmm27,POPC - PC(16:0/​18:1(9Z)),Gromacs,"POPC.gro,  POPC.itp"
Klauda2010_LIGN,charmm36,LIGN - Lignoceric acid - 24:0,Gromacs,"LIGN.gro,  LIGN.itp"
Klauda2010_POPC,charmm36,POPC - PC(16:0/​18:1(9Z)),Gromacs,"POPC.gro,  POPC.itp"
Klauda2010_DLPC,charmm36,DLPC - PC(12:0/​12:0),Gromacs,"DLPC.gro,  DLPC.itp"
Klauda2010_DMPC,charmm36,DMPC - PC(14:0/​14:0),Gromacs,"DMPC.gro,  DMPC.itp"
Klauda2010_DPPC,charmm36,DPPC - PC(16:0/​16:0),Gromacs,"DPPC.gro,  DPPC.itp"
Klauda2010_PIPC,charmm36,"PIPC - PC(16:0/​18:2(9Z,12Z))",Gromacs,"PIPC.gro,  PIPC.itp"
Klauda2010_DYPC,charmm36,DYPC - PC(16:1(9Z)/​16:1(9Z)),Gromacs,"DYPC.gro,  DYPC.itp"
Klauda2010_YOPC,charmm36,YOPC - PC(16:1(9Z)/​18:1(9Z)),Gromacs,"YOPC.gro,  YOPC.itp"
Klauda2010_DOPC,charmm36,DOPC - PC(18:1(9Z)/​18:1(9Z)),Gromacs,"DOPC.gro,  DOPC.itp"
Klauda2010_DIPC,charmm36,"DIPC - PC(18:2(9Z,12Z)/​18:2(9Z,12Z))",Gromacs,"DIPC.gro,  DIPC.itp"
Klauda2010_IWPC,charmm36,"IWPC - PC(18:2(9Z,12Z)/​18:3(9Z,12Z,15Z))",Gromacs,"IWPC.gro,  IWPC.itp"
Klauda2010_POPE,charmm36,POPE - PE(16:0/​18:1(9Z)),Gromacs,"POPE.gro,  POPE.itp"
Klauda2010_DPPE,charmm36,DPPE - PE(16:0/​16:0),Gromacs,"DPPE.gro,  DPPE.itp"
Klauda2010_PIPE,charmm36,"PIPE - PE(16:0/​18:2(9Z,12Z))",Gromacs,"PIPE.gro,  PIPE.itp"
Klauda2010_DOPE,charmm36,DOPE - PE(18:1(9Z)/​18:1(9Z)),Gromacs,"DOPE.gro,  DOPE.itp"
Klauda2010_DYPE,charmm36,DYPE - PE(16:1(9Z)/​16:1(9Z)),Gromacs,"DYPE.gro,  DYPE.itp"
Klauda2010_DIPE,charmm36,"DIPE - PE(18:2(9Z,12Z)/​18:2(9Z,12Z))",Gromacs,"DIPE.gro,  DIPE.itp"
Klauda2010_IWPE,charmm36,"IWPE - PE(18:2(9Z,12Z)/​18:3(9Z,12Z,15Z))",Gromacs,"IWPE.gro,  IWPE.itp"
Klauda2010_YOPE,charmm36,YOPE - PE(16:1(9Z)/​18:1(9Z)),Gromacs,"YOPE.gro,  YOPE.itp"
Klauda2010_PYPE,charmm36,PYPE - PE(16:0/​16:1(9Z)),Gromacs,"PYPE.gro,  PYPE.itp"
Pandit2012_PCPE,charmm36,PCPE - PE(16:0/​18:0(11Cp)),Gromacs,"PCPE.gro,  PCPE.itp"
Venable2013_POPS,charmm36,POPS - PS(16:0/​18:1(9Z)),Gromacs,"POPS.gro,  POPS.itp"
Venable2013_IWPS,charmm36,"IWPS - PS(18:2(9Z,12Z)/​18:3(9Z,12Z,15Z))",Gromacs,"IWPS.gro,  IWPS.itp"
